No.,Review,aspek,span,sentimen,ordinal
141,"Pelayanan memuaskan, enak banget saya rekomendasikan makan disini aja kualitas pasti terjamin",pelayanan,Pelayanan,positif,0
142,"Makanan ok untuk harga terjangkau, pelayanan jg ramah dan cepat. Tempat ok buat nongkrong sama temen",harga,harga,positif,0
142,"Makanan ok untuk harga terjangkau, pelayanan jg ramah dan cepat. Tempat ok buat nongkrong sama temen",pelayanan,pelayanan,positif,0
142,"Makanan ok untuk harga terjangkau, pelayanan jg ramah dan cepat. Tempat ok buat nongkrong sama temen",tempat,Tempat,positif,0
143,"MC Donald terrekomend banget
- Penyajiannya sangatlah cepat gak pake ribet ini itu
- Cocok buat acara anak kita saat ulang tahun tempatnya juga luas jadi cocok …",tempat,tempatnya,positif,0
144,"Tempatnya nyaman dan enak, selain itu bersih juga mantap pokoknya",tempat,Tempatnya,positif,0
145,"Mantapp, tapi saluran air ditempat cuci tangannya mampet",tempat,ditempat,negatif,0
146,"Tempatnya nyaman, view-nya patung kuda keren",tempat,Tempatnya,positif,0
147,"McDonalds Adalah tempat pilihan terbaik untuk makan dan nongkrong bareng Teman dan keluarha., udah pelayanan terbaik , tempat juga terbaik.",tempat,tempat,positif,1
147,"McDonalds Adalah tempat pilihan terbaik untuk makan dan nongkrong bareng Teman dan keluarha., udah pelayanan terbaik , tempat juga terbaik.",pelayanan,pelayanan,positif,0
148,"Tempatnya enak buat nongkrong2.. Lokasi strategis, deket dr rumah.. Dr dulu mc donald memang restoran favorit keluarga.. Buka 24 jam, jadi klo lagi kelaperan tengah malem ga usah bingung, tinggal cuuss kesini..",tempat,Tempatnya,positif,0
149,"Makanan yang disajikan begitu luar biasa enak, pelayanannya pun cepat dan higienis, serta suasana yang nyaman dan pas untuk momentum makan bersama keluarga dan sahabat.",pelayanan,pelayanannya,positif,0
150,makanan nya sangat enak enak dan berbagai macam menu yang pasti murah meriah tidak mengecewakan dompet dan rasa untuk suansanya bagus dan indh  layanan nya ramah banget baik sopan ganteng dan cantik pokoknya cocok bawa keluarga pasangan ke sini,rasa,rasa,positif,0
151,Tempat nyaman untuk meeting singkat dengan teman2...fasilitas memadai untuk menikmati fast food dengan menu2 yang baru...,tempat,Tempat,positif,0
152,"bukan sekedar tempat makan siap saji, tapi juga menyediakan tempat yang nyaman, dan pelayanan yang ramah dan cepat. Next bakal kesini terus sih. Recomended",tempat,tempat,positif,1
152,"bukan sekedar tempat makan siap saji, tapi juga menyediakan tempat yang nyaman, dan pelayanan yang ramah dan cepat. Next bakal kesini terus sih. Recomended",pelayanan,pelayanan,positif,0
153,"Makan bersama anak lebih menyenangkan karena ada tempat bermainnya, jadi anak tidak bosan dan lebih suka makan burger dan kentang di tempat.",tempat,tempat,positif,1
154,Tempat yang nyaman untuk makan dan berkumpul bersama keluarga,tempat,Tempat,positif,0
155,tempat bersih pelayanan bagus makanannya oke banget,tempat,tempat,positif,0
155,tempat bersih pelayanan bagus makanannya oke banget,pelayanan,pelayanan,positif,0
156,"Suka bangett ke tmpt MCD yg disinii. Semuanya gada yg mengecewakan, cozy, pelayanan baik meski banyak tanya tetap dilayani dengan sangat ramah sma karyawannya. Top bgt pokoknya 🥹 …",pelayanan,pelayanan,positif,0
157,"tempat makan siap saji yg selalu jadi andalan , pesanan yg lebih praktis karena pakai screen digital , fasilitas yg semakin lengkap , pelayanan yg ramah , …",tempat,tempat,positif,0
157,"tempat makan siap saji yg selalu jadi andalan , pesanan yg lebih praktis karena pakai screen digital , fasilitas yg semakin lengkap , pelayanan yg ramah , …",pelayanan,pelayanan,positif,0
158,"MC donals makanan enak serta pelayanan yg ramah, receptionist yang cantik cantik",pelayanan,pelayanan,positif,0
159,"Menunya enak, tempat nyaman dan bersih. Pelayanan ramah dan mengesankan. Lanjutkan 👍👍 …",tempat,tempat,positif,0
159,"Menunya enak, tempat nyaman dan bersih. Pelayanan ramah dan mengesankan. Lanjutkan 👍👍 …",pelayanan,Pelayanan,positif,0
161,"Makanan nya enak,pelayanan nya baik tempat nya juga nyaman dan bersih bener bener rekomen bangettt",pelayanan,pelayanan,positif,0
161,"Makanan nya enak,pelayanan nya baik tempat nya juga nyaman dan bersih bener bener rekomen bangettt",tempat,tempat,positif,0
162,"Suka banget sama mcdonald ini, pelayanannya enak ,ramah, makanannya pun bisa puas menikmatinya, suasananya nyaman,, popoknya is the best deh",pelayanan,pelayanannya,positif,0
163,The best la tempat makan Terenak dan ternyaman pokoknya mah rating 5 harus,tempat,tempat,positif,0
164,Tempat nya nyaman banget makana nya juga enak² harga nya juga hemat pokok nya rekomendasi banget buat kalian,tempat,Tempat,positif,0
164,Tempat nya nyaman banget makana nya juga enak² harga nya juga hemat pokok nya rekomendasi banget buat kalian,harga,harga,positif,0
165,"Fasilitas lengkap, tempat nyaman makanan nya juga bersih bersih mantep pokoknya dan nggak lupa stafnya juga baik baik good joob😍 …",tempat,tempat,positif,0
166,"Pelayanan ramah..
Makanan dan semua yang di jual sungguh enak tiada duanya..
Reqomen deh pokoknya..",pelayanan,Pelayanan,positif,0
167,"Pelayanan nya sangat ramah dan cepat,, untuk makanan nya masih angat angat next bakal langganan kesini lagi",pelayanan,Pelayanan,positif,0
168,Tempatnya sangat nyaman dan pelayanannya ramah. Rekomendasi tempat makan yang tepat,tempat,Tempatnya,positif,0
168,Tempatnya sangat nyaman dan pelayanannya ramah. Rekomendasi tempat makan yang tepat,tempat,tempat,positif,0
168,Tempatnya sangat nyaman dan pelayanannya ramah. Rekomendasi tempat makan yang tepat,pelayanan,pelayanannya,positif,0
169,"Tempat yang sangat nyaman.
Pelayanan yang cepat serta menu makanan yang sudah tidak diragukan lagi",tempat,Tempat,positif,0
169,"Tempat yang sangat nyaman.
Pelayanan yang cepat serta menu makanan yang sudah tidak diragukan lagi",pelayanan,Pelayanan,positif,0
170,Tempat ini Cocok banget buat yg gak cuma makan siap saji tapi juga cari kenyamanan tempat. Desainnya rapi dan bersih  banget. Lahan parkirnya juga luas cocok buat santai saat traveling. . Soal pelayanan nya saya suak ramah sekali. Ada area …,tempat,Tempat,positif,1
170,Tempat ini Cocok banget buat yg gak cuma makan siap saji tapi juga cari kenyamanan tempat. Desainnya rapi dan bersih  banget. Lahan parkirnya juga luas cocok buat santai saat traveling. . Soal pelayanan nya saya suak ramah sekali. Ada area …,pelayanan,pelayanan,positif,0
171,Seneng banget bisa kerja waloupun cuma 1 hari di mcd karna evant ... semua karyawan mcd baik .ramah . Sopan semuanyaaa.  Tempat nya juga enakk buat santay2 and nongky sama temen. Pacar. Keluarga.  Dan kalow punya pelakor tingall bawa hahaaha.,tempat,Tempat,positif,0
172,"Tempatnya ramah keluarga, kita bisa memarkir sepeda atau mobil kita dengan mudah. …",tempat,Tempatnya,positif,0
173,"Recommendat banget gais tempat ini, pelayanannya cepat, suasana yg mendukung, sajiannya sangat memuaskan, saya sangat suka dengan kentang gorengnya.",tempat,tempat,positif,0
173,"Recommendat banget gais tempat ini, pelayanannya cepat, suasana yg mendukung, sajiannya sangat memuaskan, saya sangat suka dengan kentang gorengnya.",pelayanan,pelayanannya,positif,0
174,Wau wau ini beneran di jamin makyus rasanya mantap pelayanan ramah banget suasana nya betah jadi  pingin pulang harganya merakyat jangan ingaku keren klo blum nyobain,rasa,rasanya,positif,0
174,Wau wau ini beneran di jamin makyus rasanya mantap pelayanan ramah banget suasana nya betah jadi  pingin pulang harganya merakyat jangan ingaku keren klo blum nyobain,pelayanan,pelayanan,positif,0
174,Wau wau ini beneran di jamin makyus rasanya mantap pelayanan ramah banget suasana nya betah jadi  pingin pulang harganya merakyat jangan ingaku keren klo blum nyobain,harga,harganya,positif,0
175,"Salah satu restoran terbaik, Fasilitas sangat lengkap, Suasana dan kenyamanan ++ mening...
Pelayanan memuaskan dan cepat..gak ribet! …",pelayanan,Pelayanan,positif,0
176,"Tempat luas dan bersih, pelayanan juga oke, makanan sudah pasti enak 👍🏻👍🏻👍🏻 …",tempat,Tempat,positif,0
176,"Tempat luas dan bersih, pelayanan juga oke, makanan sudah pasti enak 👍🏻👍🏻👍🏻 …",pelayanan,pelayanan,positif,0
177,Tempatnya nyaman Dan mudah dijangkau,tempat,Tempatnya,positif,0
178,"Semua rasa mcd dimana pun pasti enak, cuma di mcd bubat pelayanan kurang ramah dibanding mcd lain. Kebersihannya juga bad meja2 ga gercep diberesin. Apalg si mas yg agak pendek namecardnya dri huruf A, orng nanya jwbnya judes bener. Dia …",rasa,rasa,positif,0
178,"Semua rasa mcd dimana pun pasti enak, cuma di mcd bubat pelayanan kurang ramah dibanding mcd lain. Kebersihannya juga bad meja2 ga gercep diberesin. Apalg si mas yg agak pendek namecardnya dri huruf A, orng nanya jwbnya judes bener. Dia …",pelayanan,pelayanan,positif,0
179,"Tempat yg nyaman, makanannya eenka2 semuaa",tempat,Tempat,positif,0
180,"Tempatnya bersih dan pelayananannya sangat ramah & banyak wsiatawan yg berkunjung serta anak2 muda nongki,Favorite anak2 saya ya MCD",tempat,Tempatnya,positif,0
180,"Tempatnya bersih dan pelayananannya sangat ramah & banyak wsiatawan yg berkunjung serta anak2 muda nongki,Favorite anak2 saya ya MCD",pelayanan,pelayanannya,positif,0
181,Pelayanan nya sangat baik . makanan.a enak sekali . suasana.a enak di pakai nongkrong bareng keluarga/teman,pelayanan,Pelayanan,positif,0
182,Nyaman banget tempatnya cocok untuk hunting bersama keluarga tercinta ..penyajian makanan jg ok .. pelayanan ramah ...,tempat,tempatnya,positif,0
182,Nyaman banget tempatnya cocok untuk hunting bersama keluarga tercinta ..penyajian makanan jg ok .. pelayanan ramah ...,pelayanan,pelayanan,positif,0
183,Dengan pelayanannya yang ramah serta makanan yang enak dan bervariasi membuat nyaman dan gak bosen2 untuk balik lagi.ditambah suasana yang bersih menambah nyaman suasana serat tempat parkir  yamg luas.. recommended banget,pelayanan,pelayanannya,positif,0
183,Dengan pelayanannya yang ramah serta makanan yang enak dan bervariasi membuat nyaman dan gak bosen2 untuk balik lagi.ditambah suasana yang bersih menambah nyaman suasana serat tempat parkir  yamg luas.. recommended banget,tempat,tempat,positif,0
184,"Kita datangnya pas hari minggu, jam makan siang..ramee banget. Ada 2 lantai, tapi udah penuh semua. Jadi suasananya kurang tenang, terlalu banyak orang. Ada tempat bermain anak di lantai 2. Bisa drive thru. Parkiran mobil d depan cuma ada 4 tempat.",tempat,tempat,positif,0
184,"Kita datangnya pas hari minggu, jam makan siang..ramee banget. Ada 2 lantai, tapi udah penuh semua. Jadi suasananya kurang tenang, terlalu banyak orang. Ada tempat bermain anak di lantai 2. Bisa drive thru. Parkiran mobil d depan cuma ada 4 tempat.",tempat,tempat,netral,0
185,Salah satu restaurant cepat saji yang pelayanannya sangat ramah dan cepat .  Dengan suasana yang nyaman juga  banyak jenis varian makanannya. …,pelayanan,pelayanannya,positif,0
186,"Tak perlu diragukan lagi dari rasa, pelayanan dan kebersihan tempatnya. Semuanya dijamin oke.",rasa,rasa,positif,0
186,"Tak perlu diragukan lagi dari rasa, pelayanan dan kebersihan tempatnya. Semuanya dijamin oke.",pelayanan,pelayanan,positif,0
186,"Tak perlu diragukan lagi dari rasa, pelayanan dan kebersihan tempatnya. Semuanya dijamin oke.",tempat,tempatnya,positif,0
187,"Tempatnya nyaman
makanannya enakkk
pelayanannya juga cepatt",tempat,Tempatnya,positif,0
187,"Tempatnya nyaman
makanannya enakkk
pelayanannya juga cepatt",pelayanan,pelayanannya,positif,0
189,"Baru pertama kali pelayanan ""Drive thru"" disuruh menunggu +- 30 menit di parkiran,  menu ""Double cheese burger"" dibuat fresh dari daging sapi yang baru disembelih, roti yang baru dibuat, hingga harus menunggu 30 menit, itu pun harus di ""ditagih"" ke meja pemesanan di dalam, tolong diperbaiki lagi kualitas SDM nya",pelayanan,pelayanan,negatif,0
190,"Tempat nyaman serta pelayanan yang baik, tak terkecuali makanannya, pengen datang setiap hari 😊 …",tempat,Tempat,positif,0
190,"Tempat nyaman serta pelayanan yang baik, tak terkecuali makanannya, pengen datang setiap hari 😊 …",pelayanan,pelayanan,positif,0
191,Tempat yang sangat nyaman buat hangout dengan teman maupun keluarga..Tempat yang bersih dan pelayanannya ramah2 dan cepat. Makanannya sesuai pesanan dan kondisi masih panas. Keep the good work.,tempat,Tempat,positif,1
191,Tempat yang sangat nyaman buat hangout dengan teman maupun keluarga..Tempat yang bersih dan pelayanannya ramah2 dan cepat. Makanannya sesuai pesanan dan kondisi masih panas. Keep the good work.,pelayanan,pelayanannya,positif,0
192,Tempat yang cocok buat makan bareng keluarga ada tempat bermain anak pula,tempat,Tempat,positif,1
193,"Mc'D selallu terbaik, menu favorit dan tempat yg asik 🫠 …",tempat,tempat,positif,0
194,"tempatnya bersih banget, makanannya juga recomended buat makan bersama teman ataupun keluarga",tempat,tempatnya,positif,0
195,"enak sekali tempat ny buat saya bisa bikin vidio motor saya di parkiran
mantul dah pokoknya",tempat,tempat,positif,0
196,Saya sangat nyaman mkn ditempat dan pelayanan ramah2.,tempat,ditempat,positif,0
196,Saya sangat nyaman mkn ditempat dan pelayanan ramah2.,pelayanan,pelayanan,positif,0
197,"Makanannya enak, tempatnya juga bersih sangat nyaman makan di sini. Tempat favorit sangat recommended 👍 …",tempat,tempatnya,positif,0
197,"Makanannya enak, tempatnya juga bersih sangat nyaman makan di sini. Tempat favorit sangat recommended 👍 …",tempat,tempat,positif,0
198,McD yang favorite sih kalo ke Buah Batu Bandung..iya da cuma satu satunya di Bubat..hehe..all crew nya ramah dan helpful. Pelayanannya fast respon kalo di mintain bantuan. Clear up kalo ada sampah di meja juga cepet.  Keep up the good work yaa !,pelayanan,Pelayanannya,positif,0
199,"Tempatnya sangat bagus, indah bersih, pelayanannya ramah, tidak kasar dan sangat lembut penuturan kata-katanya..makananya enak besrih juga suasananya yang damai menjadi tempat istirhat terfavorit sih ini",tempat,Tempatnya,positif,0
199,"Tempatnya sangat bagus, indah bersih, pelayanannya ramah, tidak kasar dan sangat lembut penuturan kata-katanya..makananya enak besrih juga suasananya yang damai menjadi tempat istirhat terfavorit sih ini",tempat,tempat,positif,0
199,"Tempatnya sangat bagus, indah bersih, pelayanannya ramah, tidak kasar dan sangat lembut penuturan kata-katanya..makananya enak besrih juga suasananya yang damai menjadi tempat istirhat terfavorit sih ini",pelayanan,pelayanannya,positif,0
200,"Tempatnya nyaman dan bersih, pelayanannya juga bagus. Rekomendasi buat yang mau cari tempat makan nyaman dan enak",tempat,Tempatnya,positif,0
200,"Tempatnya nyaman dan bersih, pelayanannya juga bagus. Rekomendasi buat yang mau cari tempat makan nyaman dan enak",tempat,tempat,positif,0
200,"Tempatnya nyaman dan bersih, pelayanannya juga bagus. Rekomendasi buat yang mau cari tempat makan nyaman dan enak",pelayanan,pelayanannya,positif,0
201,"enak buat tempat nongkrong, buka 24 jam, lokasi nya strategis, di sediain infocus juga kalo ada nobar sepak bola",tempat,tempat,positif,0
202,"pelayanan yang di berikan sangat baik, saya selalu suka semua makanan yang ada disini",pelayanan,pelayanan,positif,0
204,Saya sangat suka sekali. Pelayanan sangat  memuaskan. Saya pasti akan berkunjung lagi,pelayanan,Pelayanan,positif,0
205,The best deh enak bua makan bareng temen² plus keluarga juga sama rasa ayamnya juga lebih enak gak rugi deh,rasa,rasa,positif,0
206,"Layanan bagus banget
Tempat nyaman
Makanan sangat enak bintang lima harysnya",tempat,Tempat,positif,0
208,"Makan bersama teman dan minum kopi di tempat ini,sangat menyenangkan 😁👍👍🙏 …",tempat,tempat,positif,0
209,"Tempat nya nyaman untuk makan bersama keluarga.
Layanan nya ramah dan memuaskan.
Suasana nya ok. Sangat baik",tempat,Tempat,positif,0
210,"Tempat nya Bagus bersih, dan makanan nya juga enak Sangat rekomendasi",tempat,Tempat,positif,0
211,"Pas untuk jam makan siang, terdapat tempat playground untuk anak dan parkirnya luas",tempat,tempat,positif,0
212,"Tempatnya strategis, makanan enak. Pelayanan cepat, pokoknya maknyuuus deh. Kapan2 nanti pgn mampir lagi sambil nongki sama temen2",tempat,Tempatnya,positif,0
212,"Tempatnya strategis, makanan enak. Pelayanan cepat, pokoknya maknyuuus deh. Kapan2 nanti pgn mampir lagi sambil nongki sama temen2",pelayanan,Pelayanan,positif,0
213,"Makanan sangat enak dan pelayanan sangat memuaskan, cocok untuk mengisi hari libur anda dengan berwisata kuliner disini",pelayanan,pelayanan,positif,0
214,Tempat bagus dan nyaman apalagi makanan nya enak enak the best lah pokok nya,tempat,Tempat,positif,0
215,"Tempat nyaman, makanan oke, pelayanan ramah. The best 👍 …",tempat,Tempat,positif,0
