Review,aspek,sentimen
"Udah lama banget ga ke mcd, pesen menu baru es krim yang ada choco pie nya dan rasanya kemanisan 😂 mungkin lebih cocok dimakan bocil ya.
Tempat udah pasti nyaman, pelayanan ramah dan buat rasa makanan stabil sih dari tahun ke tahun ga berubah. …",rasa,positif
"Udah lama banget ga ke mcd, pesen menu baru es krim yang ada choco pie nya dan rasanya kemanisan 😂 mungkin lebih cocok dimakan bocil ya.
Tempat udah pasti nyaman, pelayanan ramah dan buat rasa makanan stabil sih dari tahun ke tahun ga berubah. …",tempat,positif
"Udah lama banget ga ke mcd, pesen menu baru es krim yang ada choco pie nya dan rasanya kemanisan 😂 mungkin lebih cocok dimakan bocil ya.
Tempat udah pasti nyaman, pelayanan ramah dan buat rasa makanan stabil sih dari tahun ke tahun ga berubah. …",pelayanan,netral
Tempat nyaman dan pelayanan sangat baik ❤️ ni yang 100 kalo ada ❤️,tempat,positif
Tempat nyaman dan pelayanan sangat baik ❤️ ni yang 100 kalo ada ❤️,pelayanan,positif
"Utk tempat sangat nyaman n cocok utk bawa keluarga

Dijamin puas mantab …",tempat,positif
"Makan ayam favorit yaa disini, rasanya dari dulu ga berubah, pelayanannya terbaik 👍👍👍 …",rasa,positif
"Makan ayam favorit yaa disini, rasanya dari dulu ga berubah, pelayanannya terbaik 👍👍👍 …",pelayanan,positif
"Salah satu tempat makan yang jadi favorite, karena tempatnya yang nyaman dan kids friendly jadi gak pernah khawatir kalau ajak anak makan disini. Selain itu menu makanannya juga enak dan anak selalu suka kalau makan disini. Pelayanan disini juga baik dan cepat.",tempat,positif
"Salah satu tempat makan yang jadi favorite, karena tempatnya yang nyaman dan kids friendly jadi gak pernah khawatir kalau ajak anak makan disini. Selain itu menu makanannya juga enak dan anak selalu suka kalau makan disini. Pelayanan disini juga baik dan cepat.",tempat,positif
"Salah satu tempat makan yang jadi favorite, karena tempatnya yang nyaman dan kids friendly jadi gak pernah khawatir kalau ajak anak makan disini. Selain itu menu makanannya juga enak dan anak selalu suka kalau makan disini. Pelayanan disini juga baik dan cepat.",pelayanan,positif
"Secara keseluruhan, pengalaman saya di McDonald's Buah Batu, Bandung, sangat memuaskan. Suasana yang nyaman, pilihan menu yang beragam, dan pelayanan yang ramah membuat kunjungan saya menjadi menyenangkan. Di sini cocok juga untuk seemua …",pelayanan,positif
"Hari ini makan siang lagi bareng teman kerja di McDonald buah batu 😘  Pelayanan staff nya ramah dan very helpfull.  Kebetulan juga ga terlalu rame, jadi sangat nyaman. Untuk rasa, ga usah di ragukan ya guys. Mcd itu pilihan terbaik saat tengah bulan belum gajian hehe.. jangan lupa ajak temen dan keluarga makan disini ya.. …",pelayanan,positif
"Hari ini makan siang lagi bareng teman kerja di McDonald buah batu 😘  Pelayanan staff nya ramah dan very helpfull.  Kebetulan juga ga terlalu rame, jadi sangat nyaman. Untuk rasa, ga usah di ragukan ya guys. Mcd itu pilihan terbaik saat tengah bulan belum gajian hehe.. jangan lupa ajak temen dan keluarga makan disini ya.. …",rasa,positif
"Recommended place!!
Lokasinya cukup strategis dan pelayanan yang baik dan cepat.
Cocok buat nongkrong anak muda dan parents yang bawa anak.",pelayanan,positif
"tempat yang sangat nyaman untuk makan, dengan lokasi strategis dekat dengan berbagai tempat. tempat yang bersih dan pelayanan yg sangat baik. akan datang kembali ke tempat ini..",tempat,positif
"tempat yang sangat nyaman untuk makan, dengan lokasi strategis dekat dengan berbagai tempat. tempat yang bersih dan pelayanan yg sangat baik. akan datang kembali ke tempat ini..",pelayanan,positif
"McDonald's ini adalah restourant yg cukup enak dan nyaman,baik itu dari segi makanan atau dari segi tempat,dari sekian banyak restourant, McDonald's ada lah tempat yg paling banyak di cari di Indonesia, begitupun saya,kalau cari restoran …",tempat,positif
"Verry good
Pelayanan bagus, tempat bersih, makanan enak, cocok untuk familytime, dan anak anak",pelayanan,positif
"Verry good
Pelayanan bagus, tempat bersih, makanan enak, cocok untuk familytime, dan anak anak",tempat,positif
"Pelayanan lewat drive thrue mempermudah konsumen dalam proses pemesanan, jadi tidak perlu khawatir parkir susah karena lahan parkir penuh.
Cukup masuk ke area drive thrue dan order makan serta cemilan kesukaanmu tanpa turun dari mobil.",pelayanan,positif
"Tempatnya bersih, parkirannya luas, ada tempat mainan anak2, tempatnya enak buat ngerjain kerjaan kantor dan ngerjain tugas kuliah. Pelayanannya bagus, pelayannya ramah2.",tempat,positif
"Tempatnya bersih, parkirannya luas, ada tempat mainan anak2, tempatnya enak buat ngerjain kerjaan kantor dan ngerjain tugas kuliah. Pelayanannya bagus, pelayannya ramah2.",tempat,positif
"Tempatnya bersih, parkirannya luas, ada tempat mainan anak2, tempatnya enak buat ngerjain kerjaan kantor dan ngerjain tugas kuliah. Pelayanannya bagus, pelayannya ramah2.",tempat,positif
"Tempatnya bersih, parkirannya luas, ada tempat mainan anak2, temptnya enak buat ngerjain kerjaan kantor dan ngerjain tugas kuliah. Pelayanannya bagus, pelayannya ramah2.",pelayanan,positif
"Pelayanan bagus dan cepat respon,
Serta rama2, tmp cuci tangah bersih mantab dan pertahan kan",pelayanan,positif
"Pertama kali datang ke restoran ini sungguh terpesona dengan semuanya.
Mulai dari tempatnya, makanannya, suasananya yang yang paling terkesan itu adalah pelayanannya. …",tempat,positif
"Pertama kali datang ke restoran ini sungguh terpesona dengan semuanya.
Mulai dari tempatnya, makanannya, suasananya yang yang paling terkesan itu adalah pelayanannya. …",tempat,positif
"Pertama kali datang ke restoran ini sungguh terpesona dengan semuanya.
Mulai dari tempatnya, makanannya, suasananya yang yang paling terkesan itu adalah pelayanannya. …",pelayanan,positif
"Suasananya nyaman. Cocok untuk keluarga, karena ada ruang untuk bermain anak. Makanannya terjaga kualitasnya, pelayanannya juga baik. Gak nyesel deh makan di sini.",pelayanan,positif
"Tempatnya nyaman banget, bersih dan pelayanan ramah, parkirnya juga luas, next time bakal rekomendasiin ke temen2 yg lagi ke bandung. Mantaap",tempat,positif
"Tempatnya nyaman banget, bersih dan pelayanan ramah, parkirnya juga luas, next time bakal rekomendasiin ke temen2 yg lagi ke bandung. Mantaap",pelayanan,positif
"McDonald's Bandung Buah Batu adalah tempat yang cocok untuk anak-anak dan orang dewasa, dengan menyajikan berbagai hidangan ayam yang disukai semua orang. Meskipun ruangannya sempit dan memiliki konsep restoran cepat saji, pelayanan yang …",tempat,positif
"McDonald's Bandung Buah Batu adalah tempat yang cocok untuk anak-anak dan orang dewasa, dengan menyajikan berbagai hidangan ayam yang disukai semua orang. Meskipun ruangannya sempit dan memiliki konsep restoran cepat saji, pelayanan yang …",pelayanan,netral
Wah saya sangat suka sekali dengan pelayanan yang mereka berikan dan saya akan memberikan bintang 5,pelayanan,positif
Pelayanan nya sangat cepat. Pegawainya ramah dan tanggap dalam memberi kan arahan. Kualitas makanan bersih dan higienis. Kamar mandi bersih dan saya senang makan disini,pelayanan,positif
"Tempat ok, pelayanan cepat, parkir luas dan enak buat ketemu teman teman lama.",tempat,positif
"Tempat ok, pelayanan cepat, parkir luas dan enak buat ketemu teman teman lama.",pelayanan,positif
"Sekarang gak perlu ribet untuk mencari tempat makan cukup mampir di McDonald makanan yang selalu selalu dia masak baru setiap hari ,dan pelayan yang ramah dan baik, suasana pun sangat nyaman 🥰 …",tempat,positif
"Jelas puas makan disini,, tempatnya bersih pelayanan yg memuaskan, makanan yg pastinya selalu terjaga kehigienisannya dan enak.
Recomended pokoknya.",tempat,positif
"Jelas puas makan disini,, tempatnya bersih pelayanan yg memuaskan, makanan yg pastinya selalu terjaga kehigienisannya dan enak.
Recomended pokoknya.",pelayanan,positif
"Tiba di Bandung, kita mampir di restoran Mc D ini, tempat nya menjorok kedalam, tatanan design nya Mc D semua standard sesuai dengan kapasitas lahan nya. Disini memiliki tempat bermain anak-anak, dan untuk order mereka menyediakan mesin …",tempat,netral
"Tiba di Bandung, kita mampir di restoran Mc D ini, tempat nya menjorok kedalam, tatanan design nya Mc D semua standard sesuai dengan kapasitas lahan nya. Disini memiliki tempat bermain anak-anak, dan untuk order mereka menyediakan mesin …",tempat,positif
"McDonald's adalah sebuah restoran cepat saji yang menjadi tujuan untuk merayakan pesta ulangtahun anak, dimana paket happy meal menjadi menu favorit anak. Tersedia juga area bermain untuk anak apabila orangtua lagi mengantri memesan happy meal. Pelayanan yang super ramah selalu menjadi identitas McDonald's.",pelayanan,positif
"Makananya enak - enak
Pelayanan cepat
Suasanaya nyaman",pelayanan,positif
"Suka dengan pelayanan  mcDonald's bandung buah batu ramah..pelayananya cepat, bersih dan kasirnya sangat detail menjelaskan paket menu makananya sangat sabar dan ramah..suasananya juga asik untuk bawa keluarga makan di macdonald buah batu..thank you",pelayanan,positif
"Suka dengan pelayanan  mcDonald's bandung buah batu ramah..pelayananya cepat, bersih dan kasirnya sangat detail menjelaskan paket menu makananya sangat sabar dan ramah..suasananya juga asik untuk bawa keluarga makan di macdonald buah batu..thank you",pelayanan,positif
saya sangat menikmati makanan dan suasana disana (McDonald's Bandung Buah Batu) ketika saya berkunjung kesana bersama teman teman saya makanannya sangat lezat dan pelayanan disana sangat ramah begitupun dengan kebersihan restorannya sangat …,pelayanan,positif
"Persis namanya, McSpicy Korean Burger memiliki cita rasa pedas. Bahkan menurut saya, burger ini terasa sangat pedas.Gk nyeselll di sini makanannya enak""semua👍dan pelayanannya sngat""ramah dan profesional,tempatnya juga bagus dan terjamin kebersihannya tempat McDonald's bandung batu ini sangat strategis …",rasa,positif
"Persis namanya, McSpicy Korean Burger memiliki cita rasa pedas. Bahkan menurut saya, burger ini terasa sangat pedas.Gk nyeselll di sini makanannya enak""semua👍dan pelayanannya sngat""ramah dan profesional,tempatnya juga bagus dan terjamin kebersihannya tempat McDonald's bandung batu ini sangat strategis …",rasa,netral
"Persis namanya, McSpicy Korean Burger memiliki cita rasa pedas. Bahkan menurut saya, burger ini terasa sangat pedas.Gk nyeselll di sini makanannya enak""semua👍dan pelayanannya sngat""ramah dan profesional,tempatnya juga bagus dan terjamin kebersihannyatempat McDonald's bandung batu ini sangat strategis …",pelayanan,positif
"Persis namanya, McSpicy Korean Burger memiliki cita rasa pedas. Bahkan menurut saya, burger ini terasa sangat pedas.Gk nyeselll di sini makanannya enak""semua👍dan pelayanannya sngat""ramah dan profesional,tempatnya juga bagus dan terjamin kebersihannya tempat McDonald's bandung batu ini sangat strategis …",tempat,positif
"Persis namanya, McSpicy Korean Burger memiliki cita rasa pedas. Bahkan menurut saya, burger ini terasa sangat pedas.Gk nyeselll di sini makanannya enak""semua👍dan pelayanannya sngat""ramah dan profesional,tempatnya juga bagus dan terjamin kebersihannya tempat McDonald's bandung batu ini sangat strategis …",tempat,positif
"Dilihat dari review tempatnya sepertinya tempatnya cocok untuk berkumpul dengan keluarga dan teman-teman, mengerjakan tugas ataupun pertemuan yang lain
Dengan lahan dan area yang bersih serta pelayanan yang ramah seperti akan betah …",tempat,positif
"Dilihat dari review tempatnya sepertinya tempatnya cocok untuk berkumpul dengan keluarga dan teman-teman, mengerjakan tugas ataupun pertemuan yang lain
Dengan lahan dan area yang bersih serta pelayanan yang ramah seperti akan betah …",pelayanan,positif
"Servicenya sangat baik dan sangat membantu, pelayanan yang diberikan juga baik dan cepat. …",pelayanan,positif
"Lokasinya strategis, bikin nyaman untuk makan, pelayanannya juga memuaskan.
Pertahankan kualitas pelayannya,...
Semoga bisa mampir lagi,...",pelayanan,positif
"Tempat, pelayanan dan makanannya sangat memuaskan.",tempat,positif
"Tempat, pelayanan dan makanannya sangat memuaskan.",pelayanan,positif
"Penyajiannya cepat dan pelayanan nya pun sangat baik, makanannya juga enak",pelayanan,positif
"Mantab banget ini tempatnya asik buat hangout, cocok juga buat family time.
Ada tempat buat anak-anak mainan, fasilitas lengkap, tempat bersih, pegawai ramah.
Perfect!",tempat,positif
"Mantab banget ini tempatnya asik buat hangout, cocok juga buat family time.
Ada tempat buat anak-anak mainan, fasilitas lengkap, tempat bersih, pegawai ramah.
Perfect!",tempat,positif
"Mantap, makanan lebih enak dengan pelayanan yg sangat baik dan sopan dengan suasana yang nyaman pula, Yo Bro sis merapat",pelayanan,positif
"Tempat makan yang nyaman, pelayanan nya juga baik dan tentu makanannya juga enak",tempat,positif
"Tempat makan yang nyaman, pelayanan nya juga baik dan tentu makanannya juga enak",pelayanan,positif
Pelayanan dan tempat nya nyaman dan menyenangkan menu nya pun enak² smua..,pelayanan,positif
Pelayanan dan tempat nya nyaman dan menyenangkan menu nya pun enak² smua..,tempat,positif
"keren, makanannya lumayan bersih.
tempatnya nyaman, cara pembayarannya juga bisa pakai e-wallet.
di saat lg ga bawa dana cash, bisa pake e-wallet maupun qris.
tetap jaga kualitas & pelayanannya ya 👍 …",tempat,positif
"keren, makanannya lumayan bersih.
tempatnya nyaman, cara pembayarannya juga bisa pakai e-wallet.
di saat lg ga bawa dana cash, bisa pake e-wallet maupun qris.
tetap jaga kualitas & pelayanannya ya 👍 …",pelayanan,positif
Tempat parkir luas dan bersih,tempat,positif
"Tempatnya ramai dan nyaman, ada drive thru nya, antrinya juga gk lama serta pelayanannya cepat.",tempat,positif
"Tempatnya ramai dan nyaman, ada drive thru nya, antrinya juga gk lama serta pelayanannya cepat.",pelayanan,positif
"Restauran ini sangat nyaman untuk di jadikan tempat kumpul bersama keluarga, dikota bandung yg dingin dan bersahabat. Harga juga sesuai kantong, dekat kemana mana dan cocok bagi kita semua",tempat,positif
"Restauran ini sangat nyaman untuk di jadikan tempat kumpul bersama keluarga, dikota bandung yg dingin dan bersahabat. Harga juga sesuai kantong, dekat kemana mana dan cocok bagi kita semua",harga,positif
"Pelayanannya cepat, dan ramah suasana nya enak, ademm
Buat kerja dan ngumpul bareng teman dan keluarga ini rekomendasi bangett sihh",pelayanan,positif
"Seperti biasa mcdonalds, ga pernah mengecewakan, mulai dari rasa, tempat, kenyamanan, pelayanan selalu terbaik
Best pokoknya",rasa,positif
"Seperti biasa mcdonalds, ga pernah mengecewakan, mulai dari rasa, tempat, kenyamanan, pelayanan selalu terbaik
Best pokoknya",tempat,positif
"Seperti biasa mcdonalds, ga pernah mengecewakan, mulai dari rasa, tempat, kenyamanan, pelayanan selalu terbaik
Best pokoknya",pelayanan,positif
Tempat memorable sejak kecil. Ada permainan buat anak2 di dalem. Terus pelayanannya juga mantap. Seneng banget sih pokonya,tempat,positif
Tempat memorable sejak kecil. Ada permainan buat anak2 di dalem. Terus pelayanannya juga mantap. Seneng banget sih pokonya,pelayanan,positif
Tempatnya nyaman bgt cocok klo buat bawa klga.... pelayanan jg cpt,tempat,positif
Tempatnya nyaman bgt cocok klo buat bawa klga.... pelayanan jg cpt,pelayanan,positif
"Tempat yang sangat strategis, ditambah dengan pelayanan yang sangat ramah dari setiap crew. Makanan yang disajikan sangat memikat para penikmat untuk kembali mendatangi tempat ini.",tempat,positif
"Tempat yang sangat strategis, ditambah dengan pelayanan yang sangat ramah dari setiap crew. Makanan yang disajikan sangat memikat para penikmat untuk kembali mendatangi tempat ini.",pelayanan,positif
"Makanan disini sangat enak , pelayanannya juga Ramah, saat saya datang tidak begtu banyak orang .. kamar mandi juga bersih aku akan kembali lagi kesini",pelayanan,positif
Tempat nyaman makanannya enak pas banget untuk keluarga…..,tempat,positif
Sebuah tempat makan cepat saji yang menunya beragam dan selalu jadi pilihan. Suasana resto tidak membosankan. Pelayanan pun sudah ada yang berbasis digital atau order online..,tempat,positif
Sebuah tempat makan cepat saji yang menunya beragam dan selalu jadi pilihan. Suasana resto tidak membosankan. Pelayanan pun sudah ada yang berbasis digital atau order online..,pelayanan,positif
"tempatnya dijaga banget kebersihannya, pelayanannya bagus, pelayannya juga ramah. Disini memiliki tempat bermain anak-anak, kamar mandi, lahan parkir yang cukup luas, ada drivethru dan untuk order dine in mereka menyediakan mesin self order.",tempat,positif
"tempatnya dijaga banget kebersihannya, pelayanannya bagus, pelayannya juga ramah. Disini memiliki tempat bermain anak-anak, kamar mandi, lahan parkir yang cukup luas, ada drivethru dan untuk order dine in mereka menyediakan mesin self order.",tempat,positif
"tempatnya dijaga banget kebersihannya, pelayanannya bagus, pelayannya juga ramah. Disini memiliki tempat bermain anak-anak, kamar mandi, lahan parkir yang cukup luas, ada drivethru dan untuk order dine in mereka menyediakan mesin self order.",pelayanan,positif
"Pelayanannya ramah dan komunikatif, kualitas makanan yang disajikan sangat baik, tempatnya bersih dan nyaman. Sangat recommended!",pelayanan,positif
"Pelayanannya ramah dan komunikatif, kualitas makanan yang disajikan sangat baik, tempatnya bersih dan nyaman. Sangat recommended!",tempat,positif
"Top banget pokonya
Bersih, ramah, harga terjangkau, tempat makan nyaman parkir luas.worthit bgt.👍👍👍 …",harga,positif
"Top banget pokonya
Bersih, ramah, harga terjangkau, tempat makan nyaman parkir luas.worthit bgt.👍👍👍 …",tempat,positif
"Pertama berkunjung ketempat ini, sangat rekomen banget, Tempatnya sangat nyaman, sangat bisa buat aktivitas bekerja pas diluar kantor, dan yg oaking penting parkirannya luar 😍👍👍 …",tempat,netral
"Pertama berkunjung ketempat ini, sangat rekomen banget, Tempatnya sangat nyaman, sangat bisa buat aktivitas bekerja pas diluar kantor, dan yg oaking penting parkirannya luar 😍👍👍 …",tempat,positif
"Selalu enak, pokoknya kalo mau makan ayam ya pilihan terbaiknya McDonald's, yang dibubat pelayanan nya ramah dan cepat juga",pelayanan,positif
Tempatnya bersih dan pelayanannya cepat dan memuaskan. Tempat yg asyik utk hangout dengan teman-teman selepas pulang kerja.,tempat,positif
Tempatnya bersih dan pelayanannya cepat dan memuaskan. Tempat yg asyik utk hangout dengan teman-teman selepas pulang kerja.,tempat,positif
Tempatnya bersih dan pelayanannya cepat dan memuaskan. Tempat yg asyik utk hangout dengan teman-teman selepas pulang kerja.,pelayanan,positif
"Tempat nyaman buat makan dan nongkrong, pelayanan ramab, makanan mantap👍🏻 …",tempat,positif
"Tempat nyaman buat makan dan nongkrong, pelayanan ramab, makanan mantap👍🏻 …",pelayanan,positif
"Pedasnya saus korea tidak langsung terasa pada gigitan pertama, melainkan setelah dua hingga tiga gigitan, rasa pedas tersebut baru muncul. …",rasa,netral
"Pedasnya saus korea tidak langsung terasa pada gigitan pertama, melainkan setelah dua hingga tiga gigitan, rasa pedas tersebut baru muncul. …",rasa,netral
"Tempatnya nyaman Banget, Bersih dan Pelayanan Sangat Ramah. Buat yang tidak bawa Uang Cash Tenang Disini Juga tersedia ATM dari beberapa Bank Seperti BCA mandiri. …",tempat,positif
"Tempatnya nyaman Banget, Bersih dan Pelayanan Sangat Ramah. Buat yang tidak bawa Uang Cash Tenang Disini Juga tersedia ATM dari beberapa Bank Seperti BCA mandiri. …",pelayanan,positif
Mantap tempat n penyajiannya memuaskan.cocok tuk bersantai bersama keluarga.kerabat atau pun teman2.....mantep pokoknya,tempat,positif
"Tempatnya sangat nyaman, pelayanannya sangat cepat, cocok untuk anak muda buat nongs🔥 …",tempat,positif
"Tempatnya sangat nyaman, pelayanannya sangat cepat, cocok untuk anak muda buat nongs🔥 …",pelayanan,positif
"Salah satu restoran cepat saji (berlabel internasional) yang sudah lama berdiri di Indonesia dan memiliki banyak cabang di setiap kota. Salah satu Mc Donald's ini berada di daerah Buah Batu Bandung, tempatnya cukup strategis mudah dilalui …",tempat,positif
"Jika orang mengatakan McDonald's adalah tempat makan enak  cepat dan nyaman, itu tidak salah karna faktual..
Tempat strategis,  pelayanan ramah dan cepat,  suasana memang nyaman pas sekali …",tempat,positif
"Jika orang mengatakan McDonald's adalah tempat makan enak  cepat dan nyaman, itu tidak salah karna faktual..
Tempat strategis,  pelayanan ramah dan cepat,  suasana memang nyaman pas sekali …",tempat,positif
